OBJECTID_1,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2020","# Renter-occupied housing units, 2020 (MOE)","# Gross rent less than $500, 2020","# Gross rent less than $500, 2020 (MOE)","% Gross rent less than $500, 2020","% Gross rent less than $500, 2020 (MOE)","# Gross rent $500 to $999, 2020","# Gross rent $500 to $999, 2020 (MOE)","% Gross rent $500 to $999, 2020","% Gross rent $500 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 to $2,499, 2020","# Gross rent $2,000 to $2,499, 2020 (MOE)","% Gross rent $2,000 to $2,499, 2020","% Gross rent $2,000 to $2,499, 2020 (MOE)","# Gross rent $2,500 to $2,999, 2020","# Gross rent $2,500 to $2,999, 2020 (MOE)","% Gross rent $2,500 to $2,999, 2020","% Gross rent $2,500 to $2,999, 2020 (MOE)","# Gross rent $3,000 or more, 2020","# Gross rent $3,000 or more, 2020 (MOE)","% Gross rent $3,000 or more, 2020","% Gross rent $3,000 or more, 2020 (MOE)","# Gross rent less than $200, 2020","# Gross rent less than $200, 2020 (MOE)","% Gross rent less than $200, 2020","% Gross rent less than $200, 2020 (MOE)","# Gross rent $200 to $499, 2020","# Gross rent $200 to $499, 2020 (MOE)","% Gross rent $200 to $499, 2020","% Gross rent $200 to $499, 2020 (MOE)","# Gross rent $500 to $749, 2020","# Gross rent $500 to $749, 2020 (MOE)","% Gross rent $500 to $749, 2020","% Gross rent $500 to $749, 2020 (MOE)","# Gross rent $750 to $999, 2020","# Gross rent $750 to $999, 2020 (MOE)","% Gross rent $750 to $999, 2020","% Gross rent $750 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 or more, 2020","# Gross rent $2,000 or more, 2020 (MOE)","% Gross rent $2,000 or more, 2020","% Gross rent $2,000 or more, 2020 (MOE)","# Gross rent less than $750, 2020","# Gross rent less than $750, 2020 (MOE)","% Gross rent less than $750, 2020","% Gross rent less than $750, 2020 (MOE)","# Gross rent $1,000 or more, 2020","# Gross rent $1,000 or more, 2020 (MOE)","% Gross rent $1,000 or more, 2020","% Gross rent $1,000 or more, 2020 (MOE)",Shape__Area,Shape__Length
617,Heart of Georgia Altamaha,No,31560,4445,ZCTA,2020 ZCTA 31560,275.12338,93.206625,35.686429,43.589511,16.8,19.5,176.84461,86.09296,83,25.4,0.47724259,18.245274,0.2,8.6,0,12.422629,0,5.8,0,12.422629,0,5.8,0,12.422629,0,5.8,0,17.568251,0,8.2,0,21.516625,0,10.1,35.686429,37.908843,16.8,16.6,125.43635,69.05164,58.9,23.5,51.408259,51.418564,24.1,22.3,0.47724259,18.245274,0.2,8.6,0,12.422629,0,5.8,0,24.845259,0,11.7,161.12278,81.658891,75.6,25.5,0.47724259,25.328511,0.2,11.9,3357334754.35303,455564.779083661
618,Southern Georgia,No,31641,4477,ZCTA,2020 ZCTA 31641,173.8261,98.258869,23.638488,44.655422,15.1,26.8,56.6577,64.157781,36.1,34,56.22931,63.341423,35.8,33.5,12.648442,28.840648,8.1,17.7,7.8063209,20.78636,5,12.9,0,10.140125,0,6.5,0,14.340302,0,9.1,0,17.563211,0,11.2,23.638488,41.056551,15.1,24.4,22.06753,42.642953,14.1,25.7,34.59017,47.935367,22,27.2,56.22931,63.341423,35.8,33.5,12.648442,28.840648,8.1,17.7,7.8063209,27.212849,5,17.1,45.706017,61.745673,29.1,34.8,76.684073,72.636022,48.8,34.6,2510500169.22308,321700.820579532
619,Coastal Regional Commission,No,31561,4446,ZCTA,2020 ZCTA 31561,4.3280182,14.886051,0,19.537943,,,0,18.420549,,,0,9.2102744,,,0,6.5126475,,,0,6.5126475,,,0,6.5126475,,,0,9.2102744,,,0,11.280236,,,0,15.952663,,,0,14.562723,,,0,11.280236,,,0,9.2102744,,,0,6.5126475,,,0,13.025295,,,0,24.368096,,,0,13.025295,,,248217922.28772,118093.18319438
620,Heart of Georgia Altamaha,No,31544,4430,ZCTA,2020 ZCTA 31544,71.1599,49.630138,22.660511,34.377343,44,56.4,24.835846,30.357635,48.2,44.1,3.6938083,12.63529,7.2,23.8,0.33383012,8.054689,0.6,15.6,0,7.5464925,0,14.6,0,7.5464925,0,14.6,0,10.672352,0,20.7,0,13.070908,0,25.4,22.660511,31.795489,44,50.3,16.205621,24.422778,31.5,39.9,8.6302249,18.030916,16.7,32.2,3.6938083,12.63529,7.2,23.8,0.33383012,8.054689,0.6,15.6,0,15.092985,0,29.3,38.866132,42.169584,75.4,54.3,4.0276384,16.77731,7.8,31.9,2923697994.01172,362803.948893054
621,Southern Georgia,No,31642,4478,ZCTA,2020 ZCTA 31642,354.21501,102.13345,92.464607,51.787461,30.8,14.6,188.79437,93.763089,62.9,25,18.462808,25.889271,6.2,8.4,0.28297096,14.199194,0.1,4.7,0,14.003672,0,4.7,0,14.003672,0,4.7,0,19.804183,0,6.6,0.36613104,24.292003,0.1,8.1,92.098476,45.736634,30.7,12.2,141.37446,86.496693,47.1,25.2,47.419906,36.191697,15.8,11.1,18.462808,25.889271,6.2,8.4,0.28297096,14.199194,0.1,4.7,0,28.007344,0,9.3,233.83907,100.81478,77.9,24.2,18.745779,32.679876,6.2,10.7,5455451816.94983,505321.109639575
622,Coastal Regional Commission,No,31569,4454,ZCTA,2020 ZCTA 31569,350.59549,105.897,57.513671,66.636364,17.2,19.2,235.01691,107.028,70.4,22.8,19.332081,33.088435,5.8,9.7,22.034231,25.661379,6.6,7.4,0,20.711978,0,6.2,0,20.711978,0,6.2,0,29.29116,0,8.8,0,35.874198,0,10.7,57.513671,56.15556,17.2,15.9,140.36631,86.382895,42,22.1,94.650595,63.190096,28.3,16.6,19.332081,33.088435,5.8,9.7,22.034231,25.661379,6.6,7.4,0,41.423955,0,12.4,197.87998,109.09816,59.3,26.6,41.366312,46.715489,12.4,13.4,2269729848.64404,491939.072767802
623,Southern Georgia,No,31606,4459,ZCTA,2020 ZCTA 31606,258.2182,90.857738,50.611018,60.842189,23.6,26.6,115.82437,71.324091,53.9,24.3,26.071689,27.431058,12.1,11.7,7.4278033,21.882726,3.5,10.1,14.804348,28.831766,6.9,13.1,0.00366133,14.30352,0,6.7,0,20.245148,0,9.4,0.03295194,24.796212,0,11.5,50.578066,55.560056,23.6,23.9,63.145566,54.449356,29.4,22.2,52.678806,46.069443,24.5,18.8,26.071689,27.431058,12.1,11.7,7.4278033,21.882726,3.5,10.1,14.808009,38.022723,6.9,17.5,113.75658,81.648664,53,30.9,48.30384,45.415717,22.5,18.9,1255933729.90021,273463.860797987
624,Southern Georgia,No,31643,4479,ZCTA,2020 ZCTA 31643,1343.6307,264.85455,411.74962,207.97844,38.7,17.2,540.74358,184.63237,50.9,12.4,97.20837,70.216474,9.1,6.2,0,24.095169,0,2.3,13.492356,51.146803,1.3,4.8,0,24.095169,0,2.3,0,34.075715,0,3.2,11.73121,43.207227,1.1,4.1,400.01841,203.44082,37.6,16.9,268.61604,126.89255,25.3,10.3,272.12754,134.11709,25.6,11,97.20837,70.216474,9.1,6.2,0,24.095169,0,2.3,13.492356,66.013082,1.3,6.2,680.36566,243.63241,64,17.1,110.70073,90.149464,10.4,8.1,7373445882.31042,675914.090069647
625,CRC / SG,No,31566,4451,ZCTA,2020 ZCTA 31566,256.3278,140.58207,78.101791,86.143424,31.3,29.9,144.16283,123.61945,57.8,37.9,3.2707841,33.833229,1.3,13.6,23.704152,29.503964,9.5,10.6,0,15.197536,0,6.1,0,15.197536,0,6.1,0,21.492562,0,8.6,0,26.322905,0,10.6,78.101791,82.023131,31.3,28,78.182658,76.391924,31.4,25.3,65.980169,97.190757,26.5,36.1,3.2707841,33.833229,1.3,13.6,23.704152,29.503964,9.5,10.6,0,30.395073,0,12.2,156.28445,115.13651,62.7,30.5,26.974936,47.393421,10.8,18,1840352986.76404,370710.76581032
626,Southern Georgia,No,31602,4457,ZCTA,2020 ZCTA 31602,7498.6994,683.76016,578.35176,276.36489,8,3.7,4592.3992,712.02568,63.4,7.7,1841.1177,439.4599,25.4,5.6,225.64167,121.61142,3.1,1.7,0.35266548,50.523098,0,0.7,0.85714287,50.226957,0,0.7,4,70.18492,0.1,1,18.0963,90.598908,0.2,1.3,560.25546,261.09268,7.7,3.5,2110.432,482.54149,29.1,6.1,2481.9672,523.57834,34.3,6.4,1841.1177,439.4599,25.4,5.6,225.64167,121.61142,3.1,1.7,5.2098083,100.00627,0.1,1.4,2688.7837,556.07899,37.1,6.8,2067.112,458.76674,28.5,5.7,1132525360.4173,277935.151991638
627,Southern Georgia,No,31605,4458,ZCTA,2020 ZCTA 31605,3184.7525,459.72902,46.194183,117.39776,1.5,3.9,1375.6962,362.37129,46.2,9.9,1434.6546,315.63905,48.1,7.7,82.647797,73.059388,2.8,2.4,41.642811,48.455362,1.4,1.6,0,37.223362,0,1.2,0,52.641783,0,1.8,0,64.472754,0,2.2,46.194183,98.109617,1.5,3.3,467.24347,227.59224,15.7,7.3,908.45268,281.98355,30.5,8.2,1434.6546,315.63905,48.1,7.7,82.647797,73.059388,2.8,2.4,41.642811,80.651461,1.4,2.7,513.43765,256.08682,17.2,8.2,1558.9452,327.58756,52.3,7.6,1375456147.151,253253.054181319
628,Southern Georgia,No,31620,4460,ZCTA,2020 ZCTA 31620,1427.161,254.41291,82.159149,91.617146,6.7,7.3,821.83657,212.22692,66.5,11.6,244.19269,144.52352,19.8,11.1,77.544683,101.94832,6.3,8.2,9.2037888,24.430439,0.7,2,0,23.545006,0,1.9,0,33.297666,0,2.7,0,40.781146,0,3.3,82.159149,82.040231,6.7,6.5,361.69476,126.66878,29.3,8.6,460.14181,170.28002,37.3,11.8,244.19269,144.52352,19.8,11.1,77.544683,101.94832,6.3,8.2,9.2037888,47.538913,0.7,3.8,443.85391,156.32876,35.9,10.6,330.94116,178.5423,26.8,13.5,3555871149.25793,437177.45904133
629,Southern Georgia,No,31622,4461,ZCTA,2020 ZCTA 31622,258.53976,87.571413,71.755491,57.779466,41.7,28.5,94.908527,67.357782,55.1,31.4,4.3297024,18.622432,2.5,10.8,0,14.821011,0,8.6,1.2555479,15.419372,0.7,8.9,0,14.821011,0,8.6,0,20.960075,0,12.2,6.4771152,24.385882,3.8,14.1,65.278376,52.381251,37.9,25.8,52.828639,53.008675,30.7,27.9,42.079888,41.559008,24.4,21.8,4.3297024,18.622432,2.5,10.8,0,14.821011,0,8.6,1.2555479,29.945687,0.7,17.4,124.58413,78.411647,72.3,33.6,5.5852503,28.358674,3.2,16.4,3372341836.97009,390828.06914367
630,Southern Georgia,No,31623,4462,ZCTA,2020 ZCTA 31623,11.068386,22.632426,5.1062916,18.225413,49.9,143.5,4.6213365,12.837412,45.1,81.5,0,4.7771763,0,46.6,0.51348186,5.0669608,5,48.3,0,3.3779737,0,33,0,3.3779737,0,33,0,4.7771763,0,46.6,0.51348186,6.2652082,5,60.3,4.5928098,17.114697,44.8,137.7,1.9398203,8.2536007,18.9,70,2.6815162,9.8324576,26.2,78.5,0,4.7771763,0,46.6,0.51348186,5.0669608,5,48.3,0,6.7559475,0,66,7.0461119,20.007189,68.8,130.7,0.51348186,7.7399103,5,74.8,17583665.9041138,21526.6369885393
631,Southern Georgia,No,31645,4480,ZCTA,2020 ZCTA 31645,686.35559,175.25246,53.921264,59.018194,8.7,9.2,382.42463,144.19763,61.6,16.2,153.31895,96.356022,24.7,14,28.405688,40.75627,4.6,6.4,2.9717653,18.068591,0.5,2.9,0,17.134138,0,2.8,0,24.231331,0,3.9,10.91866,31.313956,1.8,5,43.002604,50.025827,6.9,7.8,198.20488,95.124296,31.9,12.7,184.21976,108.37124,29.7,15.5,153.31895,96.356022,24.7,14,28.405688,40.75627,4.6,6.4,2.9717653,34.744928,0.5,5.6,252.12614,111.94543,40.6,14.3,184.6964,106.16982,29.7,15.1,1375337097.83972,261896.097307685
632,Southern Georgia,No,31647,4481,ZCTA,2020 ZCTA 31647,363.67305,105.86742,20.629554,45.127544,6.4,13.9,274.00532,101.62817,85.2,16.3,23.105203,23.091018,7.2,6.8,0,14.818822,0,4.6,3.796211,15.398651,1.2,4.8,0,14.818822,0,4.6,0,20.956979,0,6.5,0,25.666953,0,8,20.629554,37.117418,6.4,11.4,121.25139,61.948018,37.7,15.1,152.75393,80.565055,47.5,20,23.105203,23.091018,7.2,6.8,0,14.818822,0,4.6,3.796211,29.931771,1.2,9.3,141.88094,76.642365,44.1,19.3,26.901414,31.462852,8.4,9.4,1278947184.68085,279000.65829711
633,Southern Georgia,No,31648,4482,ZCTA,2020 ZCTA 31648,90.152702,55.494499,4.6232152,31.454222,7.4,50.2,57.790192,44.248521,92.6,36.3,0,15.051164,0,24.1,0,10.64278,0,17.1,0,10.64278,0,17.1,0,10.64278,0,17.1,0,15.051164,0,24.1,0,18.433836,0,29.5,4.6232152,25.486501,7.4,40.5,32.940409,36.789214,52.8,47.6,24.849782,24.586285,39.8,29.4,0,15.051164,0,24.1,0,10.64278,0,17.1,0,21.285561,0,34.1,37.563624,48.402627,60.2,66.7,0,21.285561,0,34.1,540303715.407776,179155.937907146
634,Heart of Georgia Altamaha,No,31549,4435,ZCTA,2020 ZCTA 31549,154.27753,72.648577,50.667036,52.037424,44.6,38.6,55.532165,45.703136,48.8,29.8,7.5032153,18.567534,6.6,15.9,0,11.169606,0,9.8,0,11.169606,0,9.8,0,11.169606,0,9.8,0,15.796209,0,13.9,0.83591349,19.262898,0.7,16.9,49.831123,48.340814,43.8,34.9,36.748232,37.225932,32.3,27.4,18.783933,26.514272,16.5,21.5,7.5032153,18.567534,6.6,15.9,0,11.169606,0,9.8,0,22.339213,0,19.6,87.415268,63.981744,76.9,36.8,7.5032153,24.377726,6.6,21.1,3343013342.45105,437541.841000224
635,Southern Georgia,No,31627,4466,ZCTA,2020 ZCTA 31627,31.843445,32.94115,1.925636,11.802683,7.1,42.7,19.866928,34.024051,73.1,96.4,4.6966733,18.144884,17.3,64,0.70450097,4.9845162,2.6,18.1,0,3.0340533,0,11.2,0,3.0340533,0,11.2,0,4.2907994,0,15.8,0,5.2551345,0,19.3,1.925636,10.568201,7.1,38.1,7.8434442,17.040989,28.8,54.2,12.023483,29.448952,44.2,96.9,4.6966733,18.144884,17.3,64,0.70450097,4.9845162,2.6,18.1,0,6.0681067,0,22.3,9.7690802,20.729173,35.9,65.4,5.4011743,19.060107,19.9,66.7,20663283.2155151,22938.4139463076
636,Southern Georgia,No,31650,4484,ZCTA,2020 ZCTA 31650,444.4619,146.43943,268.25399,125.20568,71.9,19.8,73.160836,68.205854,19.6,16.7,3.3703237,27.07137,0.9,7.3,28.164305,59.878931,7.6,15.8,0,17.198699,0,4.6,0,17.198699,0,4.6,0,24.322633,0,6.5,13.694387,28.479613,3.7,7.5,254.5596,121.92364,68.3,20.2,40.093199,56.598038,10.8,14.6,33.067637,38.0618,8.9,9.6,3.3703237,27.07137,0.9,7.3,28.164305,59.878931,7.6,15.8,0,34.397397,0,9.2,308.34719,137.40378,82.7,19.6,31.534629,67.927466,8.5,17.9,3159229714.8092,421113.40873371
637,Southern Georgia,No,31698,4485,ZCTA,2020 ZCTA 31698,308.37756,123.01142,14.876102,30.123782,5,9.9,232.38884,123.24326,77.7,26.8,43.824193,42.939872,14.7,13.1,8.0411358,21.558702,2.7,7.1,0,8.8771132,0,3,0,8.8771132,0,3,0,12.554134,0,4.2,0,15.375611,0,5.1,14.876102,25.904302,5,8.4,122.22527,98.51318,40.9,28.5,110.16357,74.054405,36.8,19.8,43.824193,42.939872,14.7,13.1,8.0411358,21.558702,2.7,7.1,0,17.754226,0,5.9,137.10137,103.01596,45.8,29.1,51.865328,48.861164,17.3,14.8,4203074.01104736,10995.7728477609
638,Southern Georgia,No,31699,4486,ZCTA,2020 ZCTA 31699,81.913857,55.008384,4.0012198,22.672573,5.1,28.9,32.343192,40.049136,41.6,41.6,32.898917,36.934992,42.3,36.1,7.5578594,21.66997,9.7,26.9,1.0003049,5.0007625,1.3,6.4,0,6.667683,0,8.6,0,9.4295277,0,12.1,0,11.548766,0,14.8,4.0012198,19.510807,5.1,24.8,7.1132794,12.46072,9.1,14.6,25.229913,38.061315,32.4,42.8,32.898917,36.934992,42.3,36.1,7.5578594,21.66997,9.7,26.9,1.0003049,12.584976,1.3,16.1,11.114499,25.871125,14.3,31.6,41.457081,43.113673,53.3,39.5,126855008.01178,62142.7993854833
639,Southern Georgia,No,31550,4436,ZCTA,2020 ZCTA 31550,71.575413,87.036211,40.522122,88.438249,64.4,111.4,22.298079,39.988842,35.4,42.6,0.08851861,9.8461389,0.1,15.6,0.003517,7.0044414,0,11.1,0,6.9974641,0,11.1,0,6.9974641,0,11.1,0,9.8959087,0,15.7,0.003517,12.121382,0,19.3,40.518605,87.60363,64.4,109.8,6.9177308,23.841348,11,35,15.380349,32.104479,24.4,39.3,0.08851861,9.8461389,0.1,15.6,0.003517,7.0044414,0,11.1,0,13.994928,0,22.2,47.439853,91.59549,75.4,105.5,0.09203561,13.963279,0.1,22.2,1653914724.2619,391873.931607155
640,Heart of Georgia Altamaha,No,31555,4441,ZCTA,2020 ZCTA 31555,209.41686,98.288805,15.458916,41.163899,10,26.1,116.18003,71.938683,75.1,23.1,22.902317,42.31616,14.8,26.2,0.21692491,12.851044,0.1,8.3,0,12.279342,0,7.9,0,12.279342,0,7.9,0,17.365612,0,11.2,1.0011094,22.11255,0.6,14.3,14.457807,34.720336,9.3,21.9,64.018095,52.245108,41.4,25.4,52.161936,49.453239,33.7,26.3,22.902317,42.31616,14.8,26.2,0.21692491,12.851044,0.1,8.3,0,24.558683,0,15.9,79.477011,66.513291,51.4,33,23.119242,45.897592,14.9,28.6,4049179952.72583,513228.279610398
641,Southern Georgia,No,31551,4437,ZCTA,2020 ZCTA 31551,47.64621,45.451043,7.9648097,29.993311,28.5,101.6,16.66951,36.478692,59.7,108.6,3.3097306,14.762241,11.8,50.8,0,9.190663,0,32.9,0,9.190663,0,32.9,0,9.190663,0,32.9,0,12.99756,0,46.5,0,15.918695,0,57,7.9648097,25.420343,28.5,84.1,14.618466,32.535176,52.3,97.6,2.051044,16.497189,7.3,58.4,3.3097306,14.762241,11.8,50.8,0,9.190663,0,32.9,0,18.381326,0,65.8,22.583276,44.250835,80.8,124.3,3.3097306,19.668766,11.8,68.9,1908465432.24512,295223.773747248
642,Southern Georgia,No,31630,4468,ZCTA,2020 ZCTA 31630,42.126989,42.055612,15.19097,31.501871,42.6,75.5,19.374068,27.374711,54.3,49.8,0,10.112349,0,28.3,1.1324736,9.087761,3.2,25.2,0,7.1505105,0,20,0,7.1505105,0,20,0,10.112349,0,28.3,1.5310021,12.359035,4.3,34.3,13.659968,28.976234,38.3,70,9.6768535,19.789284,27.1,47.2,9.6972143,18.914519,27.2,44.2,0,10.112349,0,28.3,1.1324736,9.087761,3.2,25.2,0,14.301021,0,40.1,24.867823,37.201931,69.7,72.5,1.1324736,15.361536,3.2,42.9,3941118723.32239,555917.569699918
643,Southern Georgia,No,31552,4438,ZCTA,2020 ZCTA 31552,69.904274,58.161646,3.7602754,28.887188,7.1,54.5,43.119397,57.350142,81.9,75.8,5.1253186,15.948385,9.7,28.8,0,9.2395988,0,17.6,0,9.2395988,0,17.6,0,9.2395988,0,17.6,0.61935484,12.081647,1.2,22.9,0,16.003455,0,30.4,3.7602754,24.049097,7.1,45.2,29.500949,48.780889,56.1,75.7,13.618448,30.157315,25.9,51.7,5.1253186,15.948385,9.7,28.8,0,9.2395988,0,17.6,0.61935484,17.796251,1.2,33.8,33.261225,56.692546,63.2,89.2,5.1253186,20.617744,9.7,38.1,2871294099.41064,466371.061749587
644,Southern Georgia,No,31631,4469,ZCTA,2020 ZCTA 31631,42.563812,39.385946,10.363119,25.375184,32.6,72.3,21.383489,30.46352,67.3,65.3,0.00892414,11.244729,0,35.4,0,7.954731,0,25,0,7.954731,0,25,0,7.954731,0,25,0,11.249688,0,35.4,1.0729613,12.581263,3.4,39.5,9.2901578,22.036602,29.3,62.3,12.624569,23.940383,39.8,63,8.7589195,18.838369,27.6,51.9,0.00892414,11.244729,0,35.4,0,7.954731,0,25,0,15.909462,0,50.1,22.987689,34.886128,72.4,79.8,0.00892414,15.905956,0,50.1,6671991397.34369,770768.248207842
645,Southern Georgia,No,31601,4456,ZCTA,2020 ZCTA 31601,6922.1061,571.44932,1284.2215,299.57668,19.6,4.2,4434.7897,553.15698,67.6,6.1,808.70857,241.80805,12.3,3.5,19.143025,50.789006,0.3,0.8,8.929039,47.904562,0.1,0.7,5.1428571,44.276939,0.1,0.7,0,63.91765,0,1,68.468433,115.06094,1,1.8,1215.7531,276.59929,18.5,3.9,2697.3059,440.68005,41.1,5.7,1737.4838,334.34076,26.5,4.6,808.70857,241.80805,12.3,3.5,19.143025,50.789006,0.3,0.8,14.071896,91.327763,0.2,1.4,3981.5274,532.86498,60.7,6.2,836.78063,251.68533,12.8,3.7,4562111481.88,398641.487172591
646,Southern Georgia,No,31554,4440,ZCTA,2020 ZCTA 31554,518.30647,163.09941,93.618608,91.279196,22.9,20.8,305.76933,140.65947,74.8,22.1,7.6347983,35.263723,1.9,8.6,0.24521072,22.074025,0.1,5.4,0,22.543915,0,5.5,0.49400219,22.790908,0.1,5.6,0.99096775,31.25408,0.2,7.6,13.871232,54.202803,3.4,13.2,79.747376,73.443501,19.5,16.6,203.70044,114.56968,49.8,21.9,102.0689,81.601942,25,17.9,7.6347983,35.263723,1.9,8.6,0.24521072,22.074025,0.1,5.4,1.4849699,44.77132,0.4,11,297.31905,146.48584,72.7,25.1,7.880009,47.318293,1.9,11.6,6294008931.73828,522489.260667764
647,Southern Georgia,No,31542,4428,ZCTA,2020 ZCTA 31542,229.62962,106.43733,9.1851854,43.895873,5.1,24.2,170.94651,114.05153,94.9,29.4,0,20.204713,0,11.2,0,14.28689,0,7.9,0,14.28689,0,7.9,0,14.28689,0,7.9,0,20.204713,0,11.2,0,24.745619,0,13.7,9.1851854,36.256062,5.1,19.9,92.872429,84.877834,51.6,35.9,78.074076,76.180745,43.3,33.7,0,20.204713,0,11.2,0,14.28689,0,7.9,0,28.57378,0,15.9,102.05761,95.55676,56.7,41.2,0,28.57378,0,15.9,2274920418.90875,355677.467468692
648,Southern Georgia,No,31556,4442,ZCTA,2020 ZCTA 31556,3.4393475,9.1985685,0.55657493,5.3824194,20.1,183.5,2.1692151,8.4057406,78.4,172,0.04281345,1.7759292,1.5,64,0,1.672467,0,60.4,0,1.672467,0,60.4,0,1.672467,0,60.4,0,2.3652255,0,85.4,0,2.8967978,0,104.6,0.55657493,4.5364084,20.1,150.8,1.6982671,7.9556622,61.3,210.3,0.470948,2.7136533,17,81.6,0.04281345,1.7759292,1.5,64,0,1.672467,0,60.4,0,3.344934,0,120.8,2.254842,9.605363,81.4,229.7,0.04281345,2.9577384,1.5,106.7,3072679.47338867,8292.25198394772
649,CRC / SG,No,31537,4426,ZCTA,2020 ZCTA 31537,963.21985,215.17127,354.40359,176.43874,42.5,18.5,457.80133,145.43859,54.9,11.3,13.775097,33.912253,1.7,4,7.6981658,28.390446,0.9,3.4,0,21.51943,0,2.6,0,21.51943,0,2.6,0,30.43307,0,3.7,147,148.3181,17.6,17.3,207.40359,95.563448,24.9,9.7,326.63033,128.09013,39.2,12.1,131.171,68.886158,15.7,7.3,13.775097,33.912253,1.7,4,7.6981658,28.390446,0.9,3.4,0,43.03886,0,5.2,681.03392,218.03145,81.7,17.1,21.473262,49.184797,2.6,5.9,15262854666.1437,1048854.65588939
650,Southern Georgia,No,31634,4471,ZCTA,2020 ZCTA 31634,427.19141,138.03973,189.42888,108.65341,49.4,22.8,177.88214,83.314065,46.4,14.9,0,31.364809,0,8.2,15.942555,30.573262,4.2,7.9,0,22.178269,0,5.8,0,22.178269,0,5.8,0,31.364809,0,8.2,19.452672,39.093633,5.1,10.1,169.97621,101.37678,44.4,21.7,81.288132,56.148341,21.2,12.7,96.594012,61.551581,25.2,13.6,0,31.364809,0,8.2,15.942555,30.573262,4.2,7.9,0,44.356538,0,11.6,270.71702,122.30372,70.6,21,15.942555,49.095328,4.2,12.7,5700710048.22632,613571.323103158
651,Southwest Georgia,No,31701,4487,ZCTA,2020 ZCTA 31701,4738.6311,428.51463,1026.2431,240.78551,22.6,4.9,2721.3266,378.61168,59.8,6.2,745.50262,222.17339,16.4,4.6,38.644143,44.932842,0.8,1,15.525429,49.383036,0.3,1.1,0,41.113731,0,0.9,0,58.143596,0,1.3,35.303042,77.079313,0.8,1.7,990.94008,228.11497,21.8,4.6,1818.9699,312.06934,40,5.8,902.35668,214.38175,19.8,4.3,745.50262,222.17339,16.4,4.6,38.644143,44.932842,0.8,1,15.525429,86.65853,0.3,1.9,2845.213,394.16359,62.6,6.4,799.67219,231.98849,17.6,4.8,637427759.874634,228010.111523941
652,Coastal Regional Commission,No,31565,4450,ZCTA,2020 ZCTA 31565,112.85745,82.579445,17.023191,44.692145,18.2,45.6,76.289114,69.226756,81.8,35,0,15.721054,0,16.8,0,11.116464,0,11.9,0,11.116464,0,11.9,0,11.116464,0,11.9,0,15.721054,0,16.8,0,19.25428,0,20.6,17.023191,40.33188,18.2,40.7,0,24.857169,0,26.6,76.289114,64.610099,81.8,22.8,0,15.721054,0,16.8,0,11.116464,0,11.9,0,22.232928,0,23.8,17.023191,51.139678,18.2,52.8,0,22.232928,0,23.8,3504034302.84155,440300.428307426
653,Southern Georgia,No,31625,4464,ZCTA,2020 ZCTA 31625,127.75473,84.598336,11.109107,33.555039,20.5,58,39.53535,54.010377,72.9,63.4,3.5941228,10.11282,6.6,17.3,0,8.0025454,0,14.8,0,8.0025454,0,14.8,0,8.0025454,0,14.8,0,11.317308,0,20.9,0,13.860815,0,25.6,11.109107,30.558443,20.5,52,36.594704,52.783508,67.5,66.4,2.940646,11.446489,5.4,20.3,3.5941228,10.11282,6.6,17.3,0,8.0025454,0,14.8,0,16.005091,0,29.5,47.703811,62.546298,88,68.6,3.5941228,15.177305,6.6,27.1,1637230304.55505,314371.912225402
654,Southern Georgia,No,31635,4472,ZCTA,2020 ZCTA 31635,1096.8668,232.23807,202.0405,108.29003,19.7,9.6,676.41381,240.28864,65.8,18.5,131.39664,96.643233,12.8,9,17.345853,39.316273,1.7,3.8,0.01646592,19.918693,0,1.9,0,19.926728,0,1.9,0,28.180649,0,2.7,0.34745414,34.521253,0,3.4,201.69305,102.64021,19.6,9,407.65688,188.90266,39.7,16.3,268.75693,148.50729,26.2,13.3,131.39664,96.643233,12.8,9,17.345853,39.316273,1.7,3.8,0.01646592,39.849439,0,3.9,609.69738,217.74054,59.4,16.8,148.75896,106.21882,14.5,9.9,4038839414.63,552559.043982924
